Catalog,Cabinet_section,Cabinet_label,SKU,Cabinet_color,Weight,Cost,Details,Manufacture_date,Image,Quantity,Assemble_cost
"Semi Custom","Base Cabinets","Essex Truffle 15"" Drawer Base w/ Spice Tray & Peg System",KET-DB15STRY-PS39,"Essex Truffle",78.4,1572,"Essex Truffle 15"" Drawer Base w/ Spice Tray & Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 18"" Drawer Base w/ Spice Tray & Peg System",KET-DB18STRY-PS39,"Essex Truffle",83.2,1619,"Essex Truffle 18"" Drawer Base w/ Spice Tray & Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 21"" Drawer Base w/ Spice Tray & Peg System",KET-DB21STRY-PS39,"Essex Truffle",89.6,1677,"Essex Truffle 21"" Drawer Base w/ Spice Tray & Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 30"" Microwave Base w/ Peg System",KET-MB30PS39,"Essex Truffle",65.8,1212,"Essex Truffle 30"" Microwave Base w/ Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 30"" 2 Drawer Base w/ Peg System",KET-2DB30PS39,"Essex Truffle",91.6,1507,"Essex Truffle 30"" 2 Drawer Base w/ Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 36"" 2 Drawer Base w/ Peg System",KET-2DB36PS39,"Essex Truffle",96.7,1688,"Essex Truffle 36"" 2 Drawer Base w/ Peg System",,,100,20
"Semi Custom","Base Cabinets","Essex Truffle 36"" Lazy Susan Base",KET-LS36,"Essex Truffle",81.4,1084,"Essex Truffle 36"" Lazy Susan Base",,,100,28
"Semi Custom","Base Cabinets","Essex Truffle 36"" Lazy Susan Base w/ Bottom Drawer",KET-LS36DRBM,"Essex Truffle",107.4,2227,"Essex Truffle 36"" Lazy Susan Base w/ Bottom Drawer",,,100,28
"Semi Custom","Base Cabinets","Essex Truffle 36"" Lazy Susan Base w/ Top Drawer",KET-LS36DRTP,"Essex Truffle",107.4,2227,"Essex Truffle 36"" Lazy Susan Base w/ Top Drawer",,,100,28
"Semi Custom","Base Cabinets","Essex Truffle 36"" Lazy Susan Base w/ Top & Bottom Drawers",KET-LS36DRBH,"Essex Truffle",133.4,3370,"Essex Truffle 36"" Lazy Susan Base w/ Top & Bottom Drawers",,,100,28
"Semi Custom","Base Cabinets","Essex Truffle 33"" Lazy Susan Base",KET-LS33,"Essex Truffle",75,1018,"Essex Truffle 33"" Lazy Susan Base",,,100,28
"Semi Custom",Accessories,"Essex Truffle 36""x 15"" Plate Rack",KET-W3615PL,"Essex Truffle",23.4,467,"Essex Truffle 36""x 15"" Plate Rack",,,100,
"Semi Custom",Accessories,"Essex Truffle 30""x 15"" Wine Rack",KET-WR3015,"Essex Truffle",21.6,493,"Essex Truffle 30""x 15"" Wine Rack",,,100,
"Semi Custom",Accessories,"Essex Truffle 18""x 18"" Wine Rack",KET-WR1818,"Essex Truffle",18.6,572,"Essex Truffle 18""x 18"" Wine Rack",,,100,
"Semi Custom",Accessories,"Essex Truffle 30"" Glass Holder",KET-WR30GH,"Essex Truffle",6,152,"Essex Truffle 30"" Glass Holder",,,100,
"Semi Custom",Panels,"Essex Truffle 12"" Wall Decorative Panel",KET-WDEC12,"Essex Truffle",5.3,93,"Essex Truffle 12"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 15"" Wall Decorative Panel",KET-WDEC15,"Essex Truffle",6.1,112,"Essex Truffle 15"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 18"" Wall Decorative Panel",KET-WDEC18,"Essex Truffle",8.2,131,"Essex Truffle 18"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 30"" Wall Decorative Panel",KET-WDEC30,"Essex Truffle",10.4,150,"Essex Truffle 30"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 36"" Wall Decorative Panel",KET-WDEC36,"Essex Truffle",12.1,186,"Essex Truffle 36"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 42"" Wall Decorative Panel",KET-WDEC42,"Essex Truffle",13.7,210,"Essex Truffle 42"" Wall Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle Base Decorative Panel",KET-BDEC,"Essex Truffle",8.7,282,"Essex Truffle Base Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 84"" Pantry Decorative Panel",KET-WPDEC84,"Essex Truffle",23.6,791,"Essex Truffle 84"" Pantry Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 90"" Pantry Decorative Panel",KET-WPDEC90,"Essex Truffle",29.8,847,"Essex Truffle 90"" Pantry Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 96"" Pantry Decorative Panel",KET-WPDEC96,"Essex Truffle",24.7,907,"Essex Truffle 96"" Pantry Decorative Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 3"" Stile Dishwasher Panel",KET-DWR3,"Essex Truffle",10.2,145,"Essex Truffle 3"" Stile Dishwasher Panel",,,100,
"Semi Custom",Panels,"Essex Truffle 3"" Fluted Stile Dishwasher Panel",KET-DWR3F,"Essex Truffle",10.2,157,"Essex Truffle 3"" Fluted Stile Dishwasher Panel",,,100,
"Semi Custom","Wall Cabinets","Essex Truffle 42"" Wall Skin",KET-W42SKIN,"Essex Truffle",2.2,82,"Essex Truffle 42"" Wall Skin",,,100,
"Semi Custom","Wall Cabinets","Essex Truffle 60"" Wall Skin",KET-W60SKIN,"Essex Truffle",3.2,139,"Essex Truffle 60"" Wall Skin",,,100,
"Semi Custom","Base Cabinets","Essex Truffle Base Skin",KET-BSKIN,"Essex Truffle",3.7,139,"Essex Truffle Base Skin",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x30"" Wall Filler",KET-WF330,"Essex Truffle",1.7,44,"Essex Truffle 3""x30"" Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 6""x30"" Wall Filler",KET-WF630,"Essex Truffle",3.5,74,"Essex Truffle 6""x30"" Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x42"" Wall Filler",KET-WF342,"Essex Truffle",2.4,61,"Essex Truffle 3""x42"" Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 6""x42"" Wall Filler",KET-WF642,"Essex Truffle",9.6,132,"Essex Truffle 6""x42"" Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x30"" Fluted Wall Filler",KET-WF330F,"Essex Truffle",1.9,49,"Essex Truffle 3""x30"" Fluted Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x36"" Fluted Wall Filler",KET-WF336F,"Essex Truffle",2.1,64,"Essex Truffle 3""x36"" Fluted Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 6""x30"" Fluted Wall Filler",KET-WF630F,"Essex Truffle",3.3,82,"Essex Truffle 6""x30"" Fluted Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x42"" Fluted Wall Filler",KET-WF342F,"Essex Truffle",2.3,70,"Essex Truffle 3""x42"" Fluted Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 1 1/2""x96"" Tall Filler",KET-TF1.5x96,"Essex Truffle",5,107,"Essex Truffle 1 1/2""x96"" Tall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x96"" Tall Filler",KET-TF396,"Essex Truffle",5.5,125,"Essex Truffle 3""x96"" Tall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 6""x96"" Tall Filler",KET-TF696,"Essex Truffle",11,304,"Essex Truffle 6""x96"" Tall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x30"" Fluted Angle Wall Filler",KET-AF330F,"Essex Truffle",2.4,59,"Essex Truffle 3""x30"" Fluted Angle Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x36"" Fluted Angle Wall Filler",KET-AF336F,"Essex Truffle",2.9,72,"Essex Truffle 3""x36"" Fluted Angle Wall Filler",,,100,
"Semi Custom",Fillers,"Essex Truffle 3""x42"" Fluted Angle Wall Filler",KET-AF342F,"Essex Truffle",3.3,85,"Essex Truffle 3""x42"" Fluted Angle Wall Filler",,,100,
"Semi Custom",Accessories,"Essex Truffle 36"" Valance",KET-VAL36,"Essex Truffle",2.8,78,"Essex Truffle 36"" Valance",,,100,
"Semi Custom",Accessories,"Essex Truffle 42"" Valance",KET-VAL48,"Essex Truffle",3.3,103,"Essex Truffle 42"" Valance",,,100,
"Semi Custom",Accessories,"Essex Truffle Corbel",KET-CB,"Essex Truffle",2.2,122,"Essex Truffle Corbel",,,100,
"Semi Custom",Accessories,"Essex Truffle Bun Foot",KET-BF,"Essex Truffle",1,53,"Essex Truffle Bun Foot",,,100,
"Semi Custom",Accessories,"Essex Truffle Tapered Foot",KET-TF,"Essex Truffle",1,23,"Essex Truffle Tapered Foot",,,100,
"Semi Custom",Accessories,"Essex Truffle Touch Up Kit",KET-TUK,"Essex Truffle",1,50,"Essex Truffle Touch Up Kit",,,100,
"Semi Custom",Accessories,"Essex Truffle Spray Can",KET-SPRAYCAN,"Essex Truffle",1,64,"Essex Truffle Spray Can",,,100,
"Semi Custom",Accessories,"Essex Truffle 12""x10""x2 1/2"" Floating Shelf",KET-FS12,"Essex Truffle",7,270,"Essex Truffle 12""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 18""x10""x2 1/2"" Floating Shelf",KET-FS18,"Essex Truffle",9,299,"Essex Truffle 18""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 21""x10""x2 1/2"" Floating Shelf",KET-FS21,"Essex Truffle",12,332,"Essex Truffle 21""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 24""x10""x2 1/2"" Floating Shelf",KET-FS24,"Essex Truffle",14,361,"Essex Truffle 24""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 30""x10""x2 1/2"" Floating Shelf",KET-FS30,"Essex Truffle",16,398,"Essex Truffle 30""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 36""x10""x2 1/2"" Floating Shelf",KET-FS36,"Essex Truffle",18,467,"Essex Truffle 36""x10""x2 1/2"" Floating Shelf",,,100,0
"Semi Custom",Accessories,"Essex Truffle 30""x42"" T Hood",KET-T3042,"Essex Truffle",120,3274,"Essex Truffle 30""x42"" T Hood",,,100,0
"Semi Custom",Accessories,"Essex Truffle 36""x42"" T Hood",KET-T3642,"Essex Truffle",125,3379,"Essex Truffle 36""x42"" T Hood",,,100,0
"Semi Custom",Accessories,"Essex Truffle 30""x42"" VCHIM Hood",KET-VCHIM3042,"Essex Truffle",120,2808,"Essex Truffle 30""x42"" VCHIM Hood",,,100,0
"Semi Custom",Accessories,"Essex Truffle 36""x42"" VCHIM Hood",KET-VCHIM3642,"Essex Truffle",125,3001,"Essex Truffle 36""x42"" VCHIM Hood",,,100,0
"Semi Custom",Accessories,"Essex Truffle 30""x42"" VRS Hood",KET-VRS3042,"Essex Truffle",120,2945,"Essex Truffle 30""x42"" VRS Hood",,,100,0
"Semi Custom",Accessories,"Essex Truffle 36""x42"" VRS Hood",KET-VRS3642,"Essex Truffle",125,3098,"Essex Truffle 36""x42"" VRS Hood",,,100,0
"Semi Custom","Samples Doors","Truffle Sample Door",KDC-SD,"Essex Truffle",2.6,54,"Truffle Sample Door",,,100,
"Semi Custom","Samples Doors","Essex Truffle Sample Door w/ Drawerhead",KET-SDDR,"Essex Truffle",6,106,"Essex Truffle Sample Door w/ Drawerhead",,,100,
"Semi Custom",Accessories,"Essex Truffle 36"" Corner Sink Front",KET-CSF36,"Essex Truffle",8,272,"Essex Truffle 36"" Corner Sink Front",,,100,
"Semi Custom",Accessories,"15"" Soft-Close Rollout",KET-SCRT15,"Essex Truffle",6.5,95,"15"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"18"" Soft-Close Rollout",KET-SCRT18,"Essex Truffle",7.5,103,"18"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"21"" Soft-Close Rollout",KET-SCRT21,"Essex Truffle",8.5,112,"21"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"24"" Soft-Close Rollout",KET-SCRT24,"Essex Truffle",9.5,120,"24"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"27"" Soft-Close Rollout",KET-SCRT27,"Essex Truffle",9.5,128,"27"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"30"" Soft-Close Rollout",KET-SCRT30,"Essex Truffle",9.5,137,"30"" Soft-Close Rollout",,,100,
"Semi Custom",Accessories,"1x 25"" Tilt Out Tray for SB30B",KET-SB30TILT,"Essex Truffle",1.35,105,"1x 25"" Tilt Out Tray for SB30B",,,100,
"Semi Custom",Accessories,"1x 11 1/4"" Tilt Out Tray for SB33, DSB36, CSF36",KET-SB33TILT,"Essex Truffle",1.35,66,"1x 11 1/4"" Tilt Out Tray for SB33, DSB36, CSF36",,,100,
"Semi Custom",Accessories,"1x 13"" Tilt Out Tray for SB36",KET-SB36TILT,"Essex Truffle",1.35,72,"1x 13"" Tilt Out Tray for SB36",,,100,
"Semi Custom",Accessories,"Lazy Susan Tray w/ Drawer",KET-LSDR,"Essex Truffle",26,1143,"Lazy Susan Tray w/ Drawer",,,100,
"Semi Custom",Accessories,"Cutlery Tray",KET-CUTTRAY,"Essex Truffle",6,125,"Cutlery Tray",,,100,
"Semi Custom",Accessories,"Peg System",KET-PS39,"Essex Truffle",10,392,"Peg System",,,100,
"Semi Custom",Accessories,"Utensil Tray",KET-UTLTRAY,"Essex Truffle",4,197,"Utensil Tray",,,100,
"Semi Custom",Accessories,"Spice Tray",KET-SPICETRAY,"Essex Truffle",4,242,"Spice Tray",,,100,
"Semi Custom",Accessories,"18"" Charging Drawer",KET-CHGDR18,"Essex Truffle",15,1414,"18"" Charging Drawer",,,100,
"Semi Custom",Accessories,"18"" Two-Tier Cutlery Drawer",KET-TTCD18,"Essex Truffle",15,518,"18"" Two-Tier Cutlery Drawer",,,100,
"Semi Custom",Accessories,"Glideware Pullout",KET-GLDPULL,"Essex Truffle",12,314,"Glideware Pullout",,,100,
"Semi Custom",Accessories,"Tray Divider",KET-TRAYDIV,"Essex Truffle",2,26,"Tray Divider",,,100,
"Semi Custom",Accessories,"18"" Trash Pullout",KET-TRASHPO18,"Essex Truffle",14,360,"18"" Trash Pullout",,,100,
"Semi Custom",Accessories,"Door Mount Kit for Trash Pullout",KET-TRASHDMK,"Essex Truffle",2,78,"Door Mount Kit for Trash Pullout",,,100,
"Semi Custom",Accessories,"15"" Soft-Close Trash Pullout",KET-SFTTRASHPO15,"Essex Truffle",26,838,"15"" Soft-Close Trash Pullout",,,100,
"Semi Custom",Accessories,"18"" Soft-Close Trash Pullout",KET-SFTTRASHPO18,"Essex Truffle",31,869,"18"" Soft-Close Trash Pullout",,,100,
"Semi Custom",Accessories,"Appliance Pullout",KET-APPPULL,"Essex Truffle",25,1371,"Appliance Pullout",,,100,
"Semi Custom",Fillers,"3"" Wall Filler Pullout (Filler Sold Separately)",KET-WF3PULL,"Essex Truffle",21,360,"3"" Wall Filler Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"3""x30"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF330PULL,"Essex Truffle",12,508,"3""x30"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"3""x36"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF336PULL,"Essex Truffle",15,567,"3""x36"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"3""x42"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF342PULL,"Essex Truffle",17,595,"3""x42"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"6""x30"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF630PULL,"Essex Truffle",18,634,"6""x30"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"6""x36"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF636PULL,"Essex Truffle",20,681,"6""x36"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"6""x42"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTWF642PULL,"Essex Truffle",21,711,"6""x42"" Wall Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"6"" Base Filler Pullout (Filler Sold Separately)",KET-BF3PULL,"Essex Truffle",21,391,"6"" Base Filler Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"3"" Base Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTBF3PULL,"Essex Truffle",18,681,"3"" Base Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom",Fillers,"6"" Base Filler Soft-Close Pullout (Filler Sold Separately)",KET-SFTBF6PULL,"Essex Truffle",31,813,"6"" Base Filler Soft-Close Pullout (Filler Sold Separately)",,,100,
"Semi Custom","Base Cabinets","9"" Full-Height Base Pullout",KET-BF09PULL,"Essex Truffle",24.7,424,"9"" Full-Height Base Pullout",,,100,
"Semi Custom","Base Cabinets","9"" Full-Height Base Tray Pullout",KET-TRAYDIVPO,"Essex Truffle",24,740,"9"" Full-Height Base Tray Pullout",,,100,
"Semi Custom",Accessories,"18"" Pantry Pullout",KET-WP18PULL,"Essex Truffle",14,2975,"18"" Pantry Pullout",,,100,
